e_propulsion_system_design,e_propulsion_system_design2,e_fuel_type,vp_source_plant_region,region,vp_source_plant_country,period_year,sum_volume
Electric,EV,Electricity,Europe,Eastern Europe,BG,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2024,1160
Electric,EV,Electricity,Europe,Eastern Europe,BG,2025,3116
Electric,EV,Electricity,Europe,Eastern Europe,BG,2026,3294
Electric,EV,Electricity,Europe,Eastern Europe,BG,2027,3602
Electric,EV,Electricity,Europe,Eastern Europe,BG,2028,4251
Electric,EV,Electricity,Europe,Eastern Europe,BG,2029,5424
Electric,EV,Electricity,Europe,Eastern Europe,BG,2030,5859
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2020,28722
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2021,72454
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2022,87644
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2023,120541
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2024,152781
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2025,204339
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2026,276496
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2027,342439
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2028,358034
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2029,430007
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2030,568327
Electric,EV,Electricity,Europe,Eastern Europe,HU,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2021,2628
Electric,EV,Electricity,Europe,Eastern Europe,HU,2022,26958
Electric,EV,Electricity,Europe,Eastern Europe,HU,2023,38634
Electric,EV,Electricity,Europe,Eastern Europe,HU,2024,42367
Electric,EV,Electricity,Europe,Eastern Europe,HU,2025,70644
Electric,EV,Electricity,Europe,Eastern Europe,HU,2026,165258
Electric,EV,Electricity,Europe,Eastern Europe,HU,2027,187473
Electric,EV,Electricity,Europe,Eastern Europe,HU,2028,209912
Electric,EV,Electricity,Europe,Eastern Europe,HU,2029,226440
Electric,EV,Electricity,Europe,Eastern Europe,HU,2030,329255
Electric,EV,Electricity,Europe,Eastern Europe,PL,2018,235
Electric,EV,Electricity,Europe,Eastern Europe,PL,2019,648
Electric,EV,Electricity,Europe,Eastern Europe,PL,2020,1770
Electric,EV,Electricity,Europe,Eastern Europe,PL,2021,2254
Electric,EV,Electricity,Europe,Eastern Europe,PL,2022,4830
Electric,EV,Electricity,Europe,Eastern Europe,PL,2023,45856
Electric,EV,Electricity,Europe,Eastern Europe,PL,2024,77910
Electric,EV,Electricity,Europe,Eastern Europe,PL,2025,105696
Electric,EV,Electricity,Europe,Eastern Europe,PL,2026,157708
Electric,EV,Electricity,Europe,Eastern Europe,PL,2027,201233
Electric,EV,Electricity,Europe,Eastern Europe,PL,2028,249792
Electric,EV,Electricity,Europe,Eastern Europe,PL,2029,268881
Electric,EV,Electricity,Europe,Eastern Europe,PL,2030,314888
Electric,EV,Electricity,Europe,Eastern Europe,RO,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2024,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2025,14217
Electric,EV,Electricity,Europe,Eastern Europe,RO,2026,30023
Electric,EV,Electricity,Europe,Eastern Europe,RO,2027,49005
Electric,EV,Electricity,Europe,Eastern Europe,RO,2028,86090
Electric,EV,Electricity,Europe,Eastern Europe,RO,2029,89261
Electric,EV,Electricity,Europe,Eastern Europe,RO,2030,81904
Electric,EV,Electricity,Europe,Eastern Europe,RS,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2024,4665
Electric,EV,Electricity,Europe,Eastern Europe,RS,2025,88781
Electric,EV,Electricity,Europe,Eastern Europe,RS,2026,108521
Electric,EV,Electricity,Europe,Eastern Europe,RS,2027,123426
Electric,EV,Electricity,Europe,Eastern Europe,RS,2028,127308
Electric,EV,Electricity,Europe,Eastern Europe,RS,2029,124477
Electric,EV,Electricity,Europe,Eastern Europe,RS,2030,122549
Electric,EV,Electricity,Europe,Eastern Europe,SI,2018,5701
Electric,EV,Electricity,Europe,Eastern Europe,SI,2019,5953
Electric,EV,Electricity,Europe,Eastern Europe,SI,2020,15394
Electric,EV,Electricity,Europe,Eastern Europe,SI,2021,36083
Electric,EV,Electricity,Europe,Eastern Europe,SI,2022,28608
Electric,EV,Electricity,Europe,Eastern Europe,SI,2023,16873
Electric,EV,Electricity,Europe,Eastern Europe,SI,2024,7381
Electric,EV,Electricity,Europe,Eastern Europe,SI,2025,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2026,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2027,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2028,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2029,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2030,0
Electric,EV,Electricity,Europe,Eastern Europe,SK,2018,3101
Electric,EV,Electricity,Europe,Eastern Europe,SK,2019,12701
Electric,EV,Electricity,Europe,Eastern Europe,SK,2020,80087
Electric,EV,Electricity,Europe,Eastern Europe,SK,2021,109626
Electric,EV,Electricity,Europe,Eastern Europe,SK,2022,68662
Electric,EV,Electricity,Europe,Eastern Europe,SK,2023,75302
Electric,EV,Electricity,Europe,Eastern Europe,SK,2024,67309
Electric,EV,Electricity,Europe,Eastern Europe,SK,2025,180781
Electric,EV,Electricity,Europe,Eastern Europe,SK,2026,328029
Electric,EV,Electricity,Europe,Eastern Europe,SK,2027,491095
Electric,EV,Electricity,Europe,Eastern Europe,SK,2028,535157
Electric,EV,Electricity,Europe,Eastern Europe,SK,2029,602878
Electric,EV,Electricity,Europe,Eastern Europe,SK,2030,636864
Electric,EV,Electricity,Europe,Russia,RU,2018,0
Electric,EV,Electricity,Europe,Russia,RU,2019,0
Electric,EV,Electricity,Europe,Russia,RU,2020,0
Electric,EV,Electricity,Europe,Russia,RU,2021,0
Electric,EV,Electricity,Europe,Russia,RU,2022,0
Electric,EV,Electricity,Europe,Russia,RU,2023,0
Electric,EV,Electricity,Europe,Russia,RU,2024,0
Electric,EV,Electricity,Europe,Russia,RU,2025,0
Electric,EV,Electricity,Europe,Russia,RU,2026,0
Electric,EV,Electricity,Europe,Russia,RU,2027,32
Electric,EV,Electricity,Europe,Russia,RU,2028,59
Electric,EV,Electricity,Europe,Russia,RU,2029,3179
Electric,EV,Electricity,Europe,Russia,RU,2030,3418
Electric,EV,Electricity,Europe,Turkey,TR,2018,567
Electric,EV,Electricity,Europe,Turkey,TR,2019,356
Electric,EV,Electricity,Europe,Turkey,TR,2020,228
Electric,EV,Electricity,Europe,Turkey,TR,2021,81
Electric,EV,Electricity,Europe,Turkey,TR,2022,10514
Electric,EV,Electricity,Europe,Turkey,TR,2023,52528
Electric,EV,Electricity,Europe,Turkey,TR,2024,85004
Electric,EV,Electricity,Europe,Turkey,TR,2025,140081
Electric,EV,Electricity,Europe,Turkey,TR,2026,217334
Electric,EV,Electricity,Europe,Turkey,TR,2027,315158
Electric,EV,Electricity,Europe,Turkey,TR,2028,370856
Electric,EV,Electricity,Europe,Turkey,TR,2029,429204
Electric,EV,Electricity,Europe,Turkey,TR,2030,464467
Electric,EV,Electricity,Europe,Western Europe,AT,2018,10419
Electric,EV,Electricity,Europe,Western Europe,AT,2019,20023
Electric,EV,Electricity,Europe,Western Europe,AT,2020,13776
Electric,EV,Electricity,Europe,Western Europe,AT,2021,8429
Electric,EV,Electricity,Europe,Western Europe,AT,2022,6905
Electric,EV,Electricity,Europe,Western Europe,AT,2023,32541
Electric,EV,Electricity,Europe,Western Europe,AT,2024,44205
Electric,EV,Electricity,Europe,Western Europe,AT,2025,51466
Electric,EV,Electricity,Europe,Western Europe,AT,2026,48538
Electric,EV,Electricity,Europe,Western Europe,AT,2027,50949
Electric,EV,Electricity,Europe,Western Europe,AT,2028,52103
Electric,EV,Electricity,Europe,Western Europe,AT,2029,52954
Electric,EV,Electricity,Europe,Western Europe,AT,2030,75539
Electric,EV,Electricity,Europe,Western Europe,BE,2018,1971
Electric,EV,Electricity,Europe,Western Europe,BE,2019,40684
Electric,EV,Electricity,Europe,Western Europe,BE,2020,48427
Electric,EV,Electricity,Europe,Western Europe,BE,2021,61059
Electric,EV,Electricity,Europe,Western Europe,BE,2022,112694
Electric,EV,Electricity,Europe,Western Europe,BE,2023,147150
Electric,EV,Electricity,Europe,Western Europe,BE,2024,160262
Electric,EV,Electricity,Europe,Western Europe,BE,2025,148690
Electric,EV,Electricity,Europe,Western Europe,BE,2026,110605
Electric,EV,Electricity,Europe,Western Europe,BE,2027,38339
Electric,EV,Electricity,Europe,Western Europe,BE,2028,39453
Electric,EV,Electricity,Europe,Western Europe,BE,2029,75763
Electric,EV,Electricity,Europe,Western Europe,BE,2030,118431
Electric,EV,Electricity,Europe,Western Europe,DE,2018,56326
Electric,EV,Electricity,Europe,Western Europe,DE,2019,81168
Electric,EV,Electricity,Europe,Western Europe,DE,2020,175319
Electric,EV,Electricity,Europe,Western Europe,DE,2021,333559
Electric,EV,Electricity,Europe,Western Europe,DE,2022,599297
Electric,EV,Electricity,Europe,Western Europe,DE,2023,1095866
Electric,EV,Electricity,Europe,Western Europe,DE,2024,1737262
Electric,EV,Electricity,Europe,Western Europe,DE,2025,2059427
Electric,EV,Electricity,Europe,Western Europe,DE,2026,2241762
Electric,EV,Electricity,Europe,Western Europe,DE,2027,2706397
Electric,EV,Electricity,Europe,Western Europe,DE,2028,3159305
Electric,EV,Electricity,Europe,Western Europe,DE,2029,3635059
Electric,EV,Electricity,Europe,Western Europe,DE,2030,4074520
Electric,EV,Electricity,Europe,Western Europe,ES,2018,12447
Electric,EV,Electricity,Europe,Western Europe,ES,2019,14926
Electric,EV,Electricity,Europe,Western Europe,ES,2020,56828
Electric,EV,Electricity,Europe,Western Europe,ES,2021,96596
Electric,EV,Electricity,Europe,Western Europe,ES,2022,122895
Electric,EV,Electricity,Europe,Western Europe,ES,2023,224273
Electric,EV,Electricity,Europe,Western Europe,ES,2024,326742
Electric,EV,Electricity,Europe,Western Europe,ES,2025,384835
Electric,EV,Electricity,Europe,Western Europe,ES,2026,579837
Electric,EV,Electricity,Europe,Western Europe,ES,2027,829525
Electric,EV,Electricity,Europe,Western Europe,ES,2028,1071201
Electric,EV,Electricity,Europe,Western Europe,ES,2029,1190141
Electric,EV,Electricity,Europe,Western Europe,ES,2030,1398117
Electric,EV,Electricity,Europe,Western Europe,FI,2018,0
Electric,EV,Electricity,Europe,Western Europe,FI,2019,0
Electric,EV,Electricity,Europe,Western Europe,FI,2020,0
Electric,EV,Electricity,Europe,Western Europe,FI,2021,0
Electric,EV,Electricity,Europe,Western Europe,FI,2022,0
Electric,EV,Electricity,Europe,Western Europe,FI,2023,0
Electric,EV,Electricity,Europe,Western Europe,FI,2024,2047
Electric,EV,Electricity,Europe,Western Europe,FI,2025,2196
Electric,EV,Electricity,Europe,Western Europe,FI,2026,2107
Electric,EV,Electricity,Europe,Western Europe,FI,2027,2059
Electric,EV,Electricity,Europe,Western Europe,FI,2028,2175
Electric,EV,Electricity,Europe,Western Europe,FI,2029,2054
Electric,EV,Electricity,Europe,Western Europe,FI,2030,1904
Electric,EV,Electricity,Europe,Western Europe,FR,2018,72139
Electric,EV,Electricity,Europe,Western Europe,FR,2019,96513
Electric,EV,Electricity,Europe,Western Europe,FR,2020,131266
Electric,EV,Electricity,Europe,Western Europe,FR,2021,161513
Electric,EV,Electricity,Europe,Western Europe,FR,2022,184794
Electric,EV,Electricity,Europe,Western Europe,FR,2023,291328
Electric,EV,Electricity,Europe,Western Europe,FR,2024,443585
Electric,EV,Electricity,Europe,Western Europe,FR,2025,605324
Electric,EV,Electricity,Europe,Western Europe,FR,2026,730572
Electric,EV,Electricity,Europe,Western Europe,FR,2027,830314
Electric,EV,Electricity,Europe,Western Europe,FR,2028,986487
Electric,EV,Electricity,Europe,Western Europe,FR,2029,1202652
Electric,EV,Electricity,Europe,Western Europe,FR,2030,1334026
Electric,EV,Electricity,Europe,Western Europe,GB,2018,46989
Electric,EV,Electricity,Europe,Western Europe,GB,2019,43835
Electric,EV,Electricity,Europe,Western Europe,GB,2020,43590
Electric,EV,Electricity,Europe,Western Europe,GB,2021,69758
Electric,EV,Electricity,Europe,Western Europe,GB,2022,73865
Electric,EV,Electricity,Europe,Western Europe,GB,2023,89607
Electric,EV,Electricity,Europe,Western Europe,GB,2024,80170
Electric,EV,Electricity,Europe,Western Europe,GB,2025,159190
Electric,EV,Electricity,Europe,Western Europe,GB,2026,241170
Electric,EV,Electricity,Europe,Western Europe,GB,2027,404228
Electric,EV,Electricity,Europe,Western Europe,GB,2028,544363
Electric,EV,Electricity,Europe,Western Europe,GB,2029,602444
Electric,EV,Electricity,Europe,Western Europe,GB,2030,645454
Electric,EV,Electricity,Europe,Western Europe,IT,2018,291
Electric,EV,Electricity,Europe,Western Europe,IT,2019,430
Electric,EV,Electricity,Europe,Western Europe,IT,2020,15149
Electric,EV,Electricity,Europe,Western Europe,IT,2021,47475
Electric,EV,Electricity,Europe,Western Europe,IT,2022,68683
Electric,EV,Electricity,Europe,Western Europe,IT,2023,94854
Electric,EV,Electricity,Europe,Western Europe,IT,2024,132339
Electric,EV,Electricity,Europe,Western Europe,IT,2025,225351
Electric,EV,Electricity,Europe,Western Europe,IT,2026,395187
Electric,EV,Electricity,Europe,Western Europe,IT,2027,502336
Electric,EV,Electricity,Europe,Western Europe,IT,2028,550445
Electric,EV,Electricity,Europe,Western Europe,IT,2029,711815
Electric,EV,Electricity,Europe,Western Europe,IT,2030,783594
Electric,EV,Electricity,Europe,Western Europe,PT,2018,147
Electric,EV,Electricity,Europe,Western Europe,PT,2019,170
Electric,EV,Electricity,Europe,Western Europe,PT,2020,150
Electric,EV,Electricity,Europe,Western Europe,PT,2021,252
Electric,EV,Electricity,Europe,Western Europe,PT,2022,281
Electric,EV,Electricity,Europe,Western Europe,PT,2023,167
Electric,EV,Electricity,Europe,Western Europe,PT,2024,187
Electric,EV,Electricity,Europe,Western Europe,PT,2025,217
Electric,EV,Electricity,Europe,Western Europe,PT,2026,244
Electric,EV,Electricity,Europe,Western Europe,PT,2027,258
Electric,EV,Electricity,Europe,Western Europe,PT,2028,268
Electric,EV,Electricity,Europe,Western Europe,PT,2029,261
Electric,EV,Electricity,Europe,Western Europe,PT,2030,256
Electric,EV,Electricity,Europe,Western Europe,SE,2018,0
Electric,EV,Electricity,Europe,Western Europe,SE,2019,0
Electric,EV,Electricity,Europe,Western Europe,SE,2020,0
Electric,EV,Electricity,Europe,Western Europe,SE,2021,0
Electric,EV,Electricity,Europe,Western Europe,SE,2022,0
Electric,EV,Electricity,Europe,Western Europe,SE,2023,0
Electric,EV,Electricity,Europe,Western Europe,SE,2024,0
Electric,EV,Electricity,Europe,Western Europe,SE,2025,111646
Electric,EV,Electricity,Europe,Western Europe,SE,2026,162380
Electric,EV,Electricity,Europe,Western Europe,SE,2027,198500
Electric,EV,Electricity,Europe,Western Europe,SE,2028,215841
Electric,EV,Electricity,Europe,Western Europe,SE,2029,231984
Electric,EV,Electricity,Europe,Western Europe,SE,2030,222007
Electric,EV,Electricity,Greater China,China,CN,2018,882896
Electric,EV,Electricity,Greater China,China,CN,2019,977225
Electric,EV,Electricity,Greater China,China,CN,2020,1050467
Electric,EV,Electricity,Greater China,China,CN,2021,2856651
Electric,EV,Electricity,Greater China,China,CN,2022,5422331
Electric,EV,Electricity,Greater China,China,CN,2023,6671255
Electric,EV,Electricity,Greater China,China,CN,2024,8686955
Electric,EV,Electricity,Greater China,China,CN,2025,10716101
Electric,EV,Electricity,Greater China,China,CN,2026,12729660
Electric,EV,Electricity,Greater China,China,CN,2027,14348190
Electric,EV,Electricity,Greater China,China,CN,2028,15967989
Electric,EV,Electricity,Greater China,China,CN,2029,17662209
Electric,EV,Electricity,Greater China,China,CN,2030,19055860
Electric,EV,Electricity,Greater China,Others Asia,TW,2018,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2019,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2020,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2021,50
Electric,EV,Electricity,Greater China,Others Asia,TW,2022,119
Electric,EV,Electricity,Greater China,Others Asia,TW,2023,9660
Electric,EV,Electricity,Greater China,Others Asia,TW,2024,10846
Electric,EV,Electricity,Greater China,Others Asia,TW,2025,12736
Electric,EV,Electricity,Greater China,Others Asia,TW,2026,14370
Electric,EV,Electricity,Greater China,Others Asia,TW,2027,12639
Electric,EV,Electricity,Greater China,Others Asia,TW,2028,12061
Electric,EV,Electricity,Greater China,Others Asia,TW,2029,11255
Electric,EV,Electricity,Greater China,Others Asia,TW,2030,13089
Electric,EV,Electricity,Japan/Korea,Japan,JP,2018,33025
Electric,EV,Electricity,Japan/Korea,Japan,JP,2019,20496
Electric,EV,Electricity,Japan/Korea,Japan,JP,2020,37520
Electric,EV,Electricity,Japan/Korea,Japan,JP,2021,29791
Electric,EV,Electricity,Japan/Korea,Japan,JP,2022,102319
Electric,EV,Electricity,Japan/Korea,Japan,JP,2023,259723
Electric,EV,Electricity,Japan/Korea,Japan,JP,2024,356502
Electric,EV,Electricity,Japan/Korea,Japan,JP,2025,581246
Electric,EV,Electricity,Japan/Korea,Japan,JP,2026,741764
Electric,EV,Electricity,Japan/Korea,Japan,JP,2027,889702
Electric,EV,Electricity,Japan/Korea,Japan,JP,2028,1217289
Electric,EV,Electricity,Japan/Korea,Japan,JP,2029,1374812
Electric,EV,Electricity,Japan/Korea,Japan,JP,2030,1475719
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2018,65676
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2019,102863
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2020,143821
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2021,222879
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2022,326571
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2023,427284
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2024,556302
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2025,770358
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2026,1122180
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2027,1351074
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2028,1513483
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2029,1581746
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2030,1706303
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2018,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2019,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2020,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2021,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2022,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2023,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2024,0
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2025,4536
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2026,16052
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2027,20485
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2028,23464
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2029,25161
Electric,EV,Electricity,Middle East/Africa,Morocco,MA,2030,25382
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2018,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2019,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2020,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2021,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2022,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2023,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2024,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2025,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2026,9612
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2027,10342
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2028,11746
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2029,13058
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2030,13782
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2018,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2019,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2020,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2021,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2022,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2023,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2024,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2025,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2026,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2027,56278
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2028,64345
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2029,66467
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2030,77632
Electric,EV,Electricity,North America,North America,CA,2018,0
Electric,EV,Electricity,North America,North America,CA,2019,0
Electric,EV,Electricity,North America,North America,CA,2020,0
Electric,EV,Electricity,North America,North America,CA,2021,0
Electric,EV,Electricity,North America,North America,CA,2022,0
Electric,EV,Electricity,North America,North America,CA,2023,12016
Electric,EV,Electricity,North America,North America,CA,2024,52980
Electric,EV,Electricity,North America,North America,CA,2025,237492
Electric,EV,Electricity,North America,North America,CA,2026,257399
Electric,EV,Electricity,North America,North America,CA,2027,262511
Electric,EV,Electricity,North America,North America,CA,2028,289283
Electric,EV,Electricity,North America,North America,CA,2029,354119
Electric,EV,Electricity,North America,North America,CA,2030,388705
Electric,EV,Electricity,North America,North America,MX,2018,662
Electric,EV,Electricity,North America,North America,MX,2019,337
Electric,EV,Electricity,North America,North America,MX,2020,6410
Electric,EV,Electricity,North America,North America,MX,2021,63683
Electric,EV,Electricity,North America,North America,MX,2022,77959
Electric,EV,Electricity,North America,North America,MX,2023,143887
Electric,EV,Electricity,North America,North America,MX,2024,375115
Electric,EV,Electricity,North America,North America,MX,2025,438547
Electric,EV,Electricity,North America,North America,MX,2026,528774
Electric,EV,Electricity,North America,North America,MX,2027,636914
Electric,EV,Electricity,North America,North America,MX,2028,799737
Electric,EV,Electricity,North America,North America,MX,2029,886890
Electric,EV,Electricity,North America,North America,MX,2030,1021201
Electric,EV,Electricity,North America,North America,US,2018,311940
Electric,EV,Electricity,North America,North America,US,2019,409203
Electric,EV,Electricity,North America,North America,US,2020,399810
Electric,EV,Electricity,North America,North America,US,2021,495734
Electric,EV,Electricity,North America,North America,US,2022,750207
Electric,EV,Electricity,North America,North America,US,2023,1177750
Electric,EV,Electricity,North America,North America,US,2024,1577313
Electric,EV,Electricity,North America,North America,US,2025,2135963
Electric,EV,Electricity,North America,North America,US,2026,2701087
Electric,EV,Electricity,North America,North America,US,2027,3355077
Electric,EV,Electricity,North America,North America,US,2028,3831228
Electric,EV,Electricity,North America,North America,US,2029,4228177
Electric,EV,Electricity,North America,North America,US,2030,4913797
Electric,EV,Electricity,South America,South America,AR,2018,0
Electric,EV,Electricity,South America,South America,AR,2019,0
Electric,EV,Electricity,South America,South America,AR,2020,0
Electric,EV,Electricity,South America,South America,AR,2021,0
Electric,EV,Electricity,South America,South America,AR,2022,0
Electric,EV,Electricity,South America,South America,AR,2023,0
Electric,EV,Electricity,South America,South America,AR,2024,0
Electric,EV,Electricity,South America,South America,AR,2025,3252
Electric,EV,Electricity,South America,South America,AR,2026,4182
Electric,EV,Electricity,South America,South America,AR,2027,7781
Electric,EV,Electricity,South America,South America,AR,2028,13622
Electric,EV,Electricity,South America,South America,AR,2029,26821
Electric,EV,Electricity,South America,South America,AR,2030,29238
Electric,EV,Electricity,South America,South America,BR,2018,0
Electric,EV,Electricity,South America,South America,BR,2019,0
Electric,EV,Electricity,South America,South America,BR,2020,0
Electric,EV,Electricity,South America,South America,BR,2021,0
Electric,EV,Electricity,South America,South America,BR,2022,0
Electric,EV,Electricity,South America,South America,BR,2023,0
Electric,EV,Electricity,South America,South America,BR,2024,1217
Electric,EV,Electricity,South America,South America,BR,2025,5604
Electric,EV,Electricity,South America,South America,BR,2026,9822
Electric,EV,Electricity,South America,South America,BR,2027,30144
Electric,EV,Electricity,South America,South America,BR,2028,38737
Electric,EV,Electricity,South America,South America,BR,2029,76406
Electric,EV,Electricity,South America,South America,BR,2030,153677
Electric,EV,Electricity,South Asia,India,IN,2018,1594
Electric,EV,Electricity,South Asia,India,IN,2019,1937
Electric,EV,Electricity,South Asia,India,IN,2020,3850
Electric,EV,Electricity,South Asia,India,IN,2021,10475
Electric,EV,Electricity,South Asia,India,IN,2022,60092
Electric,EV,Electricity,South Asia,India,IN,2023,185515
Electric,EV,Electricity,South Asia,India,IN,2024,249491
Electric,EV,Electricity,South Asia,India,IN,2025,417355
Electric,EV,Electricity,South Asia,India,IN,2026,538843
Electric,EV,Electricity,South Asia,India,IN,2027,690679
Electric,EV,Electricity,South Asia,India,IN,2028,806551
Electric,EV,Electricity,South Asia,India,IN,2029,865724
Electric,EV,Electricity,South Asia,India,IN,2030,968899
Electric,EV,Electricity,South Asia,Indonesia,ID,2018,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2019,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2020,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2021,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2022,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2023,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2024,7093
Electric,EV,Electricity,South Asia,Indonesia,ID,2025,10493
Electric,EV,Electricity,South Asia,Indonesia,ID,2026,14783
Electric,EV,Electricity,South Asia,Indonesia,ID,2027,16465
Electric,EV,Electricity,South Asia,Indonesia,ID,2028,18079
Electric,EV,Electricity,South Asia,Indonesia,ID,2029,18109
Electric,EV,Electricity,South Asia,Indonesia,ID,2030,27894
Electric,EV,Electricity,South Asia,Others Asia,VN,2018,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2019,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2020,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2021,70
Electric,EV,Electricity,South Asia,Others Asia,VN,2022,13424
Electric,EV,Electricity,South Asia,Others Asia,VN,2023,36008
