e_propulsion_system_design,e_propulsion_system_design2,e_fuel_type,vp_source_plant_region,region,vp_source_plant_country,period_year,sum_volume
Electric,EV,Electricity,Europe,Eastern Europe,BG,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,BG,2024,1160
Electric,EV,Electricity,Europe,Eastern Europe,BG,2025,3682
Electric,EV,Electricity,Europe,Eastern Europe,BG,2026,4115
Electric,EV,Electricity,Europe,Eastern Europe,BG,2027,4210
Electric,EV,Electricity,Europe,Eastern Europe,BG,2028,4250
Electric,EV,Electricity,Europe,Eastern Europe,BG,2029,4614
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2020,28722
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2021,72454
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2022,86032
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2023,119224
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2024,167495
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2025,245252
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2026,326536
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2027,366529
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2028,401235
Electric,EV,Electricity,Europe,Eastern Europe,CZ,2029,502631
Electric,EV,Electricity,Europe,Eastern Europe,HU,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,HU,2021,2628
Electric,EV,Electricity,Europe,Eastern Europe,HU,2022,26635
Electric,EV,Electricity,Europe,Eastern Europe,HU,2023,38634
Electric,EV,Electricity,Europe,Eastern Europe,HU,2024,42367
Electric,EV,Electricity,Europe,Eastern Europe,HU,2025,78438
Electric,EV,Electricity,Europe,Eastern Europe,HU,2026,160483
Electric,EV,Electricity,Europe,Eastern Europe,HU,2027,171775
Electric,EV,Electricity,Europe,Eastern Europe,HU,2028,204347
Electric,EV,Electricity,Europe,Eastern Europe,HU,2029,242622
Electric,EV,Electricity,Europe,Eastern Europe,PL,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,PL,2018,235
Electric,EV,Electricity,Europe,Eastern Europe,PL,2019,648
Electric,EV,Electricity,Europe,Eastern Europe,PL,2020,1770
Electric,EV,Electricity,Europe,Eastern Europe,PL,2021,2254
Electric,EV,Electricity,Europe,Eastern Europe,PL,2022,4830
Electric,EV,Electricity,Europe,Eastern Europe,PL,2023,46192
Electric,EV,Electricity,Europe,Eastern Europe,PL,2024,79213
Electric,EV,Electricity,Europe,Eastern Europe,PL,2025,106689
Electric,EV,Electricity,Europe,Eastern Europe,PL,2026,146815
Electric,EV,Electricity,Europe,Eastern Europe,PL,2027,182152
Electric,EV,Electricity,Europe,Eastern Europe,PL,2028,245501
Electric,EV,Electricity,Europe,Eastern Europe,PL,2029,263878
Electric,EV,Electricity,Europe,Eastern Europe,RO,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2024,0
Electric,EV,Electricity,Europe,Eastern Europe,RO,2025,14429
Electric,EV,Electricity,Europe,Eastern Europe,RO,2026,30596
Electric,EV,Electricity,Europe,Eastern Europe,RO,2027,49669
Electric,EV,Electricity,Europe,Eastern Europe,RO,2028,88490
Electric,EV,Electricity,Europe,Eastern Europe,RO,2029,91487
Electric,EV,Electricity,Europe,Eastern Europe,RS,2017,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2018,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2019,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2020,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2021,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2022,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2023,0
Electric,EV,Electricity,Europe,Eastern Europe,RS,2024,4665
Electric,EV,Electricity,Europe,Eastern Europe,RS,2025,89227
Electric,EV,Electricity,Europe,Eastern Europe,RS,2026,108521
Electric,EV,Electricity,Europe,Eastern Europe,RS,2027,123426
Electric,EV,Electricity,Europe,Eastern Europe,RS,2028,127308
Electric,EV,Electricity,Europe,Eastern Europe,RS,2029,124477
Electric,EV,Electricity,Europe,Eastern Europe,SI,2017,2234
Electric,EV,Electricity,Europe,Eastern Europe,SI,2018,5701
Electric,EV,Electricity,Europe,Eastern Europe,SI,2019,5953
Electric,EV,Electricity,Europe,Eastern Europe,SI,2020,15394
Electric,EV,Electricity,Europe,Eastern Europe,SI,2021,36083
Electric,EV,Electricity,Europe,Eastern Europe,SI,2022,28608
Electric,EV,Electricity,Europe,Eastern Europe,SI,2023,16873
Electric,EV,Electricity,Europe,Eastern Europe,SI,2024,7381
Electric,EV,Electricity,Europe,Eastern Europe,SI,2025,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2026,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2027,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2028,0
Electric,EV,Electricity,Europe,Eastern Europe,SI,2029,0
Electric,EV,Electricity,Europe,Eastern Europe,SK,2017,3179
Electric,EV,Electricity,Europe,Eastern Europe,SK,2018,3101
Electric,EV,Electricity,Europe,Eastern Europe,SK,2019,12701
Electric,EV,Electricity,Europe,Eastern Europe,SK,2020,80087
Electric,EV,Electricity,Europe,Eastern Europe,SK,2021,109626
Electric,EV,Electricity,Europe,Eastern Europe,SK,2022,69930
Electric,EV,Electricity,Europe,Eastern Europe,SK,2023,76320
Electric,EV,Electricity,Europe,Eastern Europe,SK,2024,83515
Electric,EV,Electricity,Europe,Eastern Europe,SK,2025,197499
Electric,EV,Electricity,Europe,Eastern Europe,SK,2026,335841
Electric,EV,Electricity,Europe,Eastern Europe,SK,2027,519728
Electric,EV,Electricity,Europe,Eastern Europe,SK,2028,569336
Electric,EV,Electricity,Europe,Eastern Europe,SK,2029,636359
Electric,EV,Electricity,Europe,Russia,RU,2017,0
Electric,EV,Electricity,Europe,Russia,RU,2018,0
Electric,EV,Electricity,Europe,Russia,RU,2019,0
Electric,EV,Electricity,Europe,Russia,RU,2020,0
Electric,EV,Electricity,Europe,Russia,RU,2021,0
Electric,EV,Electricity,Europe,Russia,RU,2022,600
Electric,EV,Electricity,Europe,Russia,RU,2023,3984
Electric,EV,Electricity,Europe,Russia,RU,2024,4760
Electric,EV,Electricity,Europe,Russia,RU,2025,4891
Electric,EV,Electricity,Europe,Russia,RU,2026,4720
Electric,EV,Electricity,Europe,Russia,RU,2027,4895
Electric,EV,Electricity,Europe,Russia,RU,2028,4955
Electric,EV,Electricity,Europe,Russia,RU,2029,8383
Electric,EV,Electricity,Europe,Turkey,TR,2017,0
Electric,EV,Electricity,Europe,Turkey,TR,2018,567
Electric,EV,Electricity,Europe,Turkey,TR,2019,356
Electric,EV,Electricity,Europe,Turkey,TR,2020,228
Electric,EV,Electricity,Europe,Turkey,TR,2021,81
Electric,EV,Electricity,Europe,Turkey,TR,2022,10893
Electric,EV,Electricity,Europe,Turkey,TR,2023,52528
Electric,EV,Electricity,Europe,Turkey,TR,2024,84179
Electric,EV,Electricity,Europe,Turkey,TR,2025,151595
Electric,EV,Electricity,Europe,Turkey,TR,2026,218244
Electric,EV,Electricity,Europe,Turkey,TR,2027,312054
Electric,EV,Electricity,Europe,Turkey,TR,2028,375367
Electric,EV,Electricity,Europe,Turkey,TR,2029,434679
Electric,EV,Electricity,Europe,Western Europe,AT,2017,0
Electric,EV,Electricity,Europe,Western Europe,AT,2018,10419
Electric,EV,Electricity,Europe,Western Europe,AT,2019,20023
Electric,EV,Electricity,Europe,Western Europe,AT,2020,13776
Electric,EV,Electricity,Europe,Western Europe,AT,2021,8429
Electric,EV,Electricity,Europe,Western Europe,AT,2022,6723
Electric,EV,Electricity,Europe,Western Europe,AT,2023,34932
Electric,EV,Electricity,Europe,Western Europe,AT,2024,47744
Electric,EV,Electricity,Europe,Western Europe,AT,2025,54657
Electric,EV,Electricity,Europe,Western Europe,AT,2026,53244
Electric,EV,Electricity,Europe,Western Europe,AT,2027,51160
Electric,EV,Electricity,Europe,Western Europe,AT,2028,51748
Electric,EV,Electricity,Europe,Western Europe,AT,2029,51732
Electric,EV,Electricity,Europe,Western Europe,BE,2017,0
Electric,EV,Electricity,Europe,Western Europe,BE,2018,1971
Electric,EV,Electricity,Europe,Western Europe,BE,2019,40684
Electric,EV,Electricity,Europe,Western Europe,BE,2020,48427
Electric,EV,Electricity,Europe,Western Europe,BE,2021,61059
Electric,EV,Electricity,Europe,Western Europe,BE,2022,111457
Electric,EV,Electricity,Europe,Western Europe,BE,2023,153169
Electric,EV,Electricity,Europe,Western Europe,BE,2024,156975
Electric,EV,Electricity,Europe,Western Europe,BE,2025,148322
Electric,EV,Electricity,Europe,Western Europe,BE,2026,117929
Electric,EV,Electricity,Europe,Western Europe,BE,2027,50253
Electric,EV,Electricity,Europe,Western Europe,BE,2028,46812
Electric,EV,Electricity,Europe,Western Europe,BE,2029,77830
Electric,EV,Electricity,Europe,Western Europe,DE,2017,44545
Electric,EV,Electricity,Europe,Western Europe,DE,2018,56326
Electric,EV,Electricity,Europe,Western Europe,DE,2019,81168
Electric,EV,Electricity,Europe,Western Europe,DE,2020,175319
Electric,EV,Electricity,Europe,Western Europe,DE,2021,333559
Electric,EV,Electricity,Europe,Western Europe,DE,2022,584026
Electric,EV,Electricity,Europe,Western Europe,DE,2023,1202102
Electric,EV,Electricity,Europe,Western Europe,DE,2024,1794839
Electric,EV,Electricity,Europe,Western Europe,DE,2025,2119013
Electric,EV,Electricity,Europe,Western Europe,DE,2026,2237635
Electric,EV,Electricity,Europe,Western Europe,DE,2027,2683265
Electric,EV,Electricity,Europe,Western Europe,DE,2028,3246287
Electric,EV,Electricity,Europe,Western Europe,DE,2029,3615552
Electric,EV,Electricity,Europe,Western Europe,ES,2017,7571
Electric,EV,Electricity,Europe,Western Europe,ES,2018,12447
Electric,EV,Electricity,Europe,Western Europe,ES,2019,14926
Electric,EV,Electricity,Europe,Western Europe,ES,2020,56828
Electric,EV,Electricity,Europe,Western Europe,ES,2021,96596
Electric,EV,Electricity,Europe,Western Europe,ES,2022,124268
Electric,EV,Electricity,Europe,Western Europe,ES,2023,220888
Electric,EV,Electricity,Europe,Western Europe,ES,2024,325278
Electric,EV,Electricity,Europe,Western Europe,ES,2025,386661
Electric,EV,Electricity,Europe,Western Europe,ES,2026,583767
Electric,EV,Electricity,Europe,Western Europe,ES,2027,830626
Electric,EV,Electricity,Europe,Western Europe,ES,2028,1079822
Electric,EV,Electricity,Europe,Western Europe,ES,2029,1198921
Electric,EV,Electricity,Europe,Western Europe,FI,2017,0
Electric,EV,Electricity,Europe,Western Europe,FI,2018,0
Electric,EV,Electricity,Europe,Western Europe,FI,2019,0
Electric,EV,Electricity,Europe,Western Europe,FI,2020,0
Electric,EV,Electricity,Europe,Western Europe,FI,2021,0
Electric,EV,Electricity,Europe,Western Europe,FI,2022,0
Electric,EV,Electricity,Europe,Western Europe,FI,2023,0
Electric,EV,Electricity,Europe,Western Europe,FI,2024,2047
Electric,EV,Electricity,Europe,Western Europe,FI,2025,2582
Electric,EV,Electricity,Europe,Western Europe,FI,2026,3225
Electric,EV,Electricity,Europe,Western Europe,FI,2027,3637
Electric,EV,Electricity,Europe,Western Europe,FI,2028,4073
Electric,EV,Electricity,Europe,Western Europe,FI,2029,4427
Electric,EV,Electricity,Europe,Western Europe,FR,2017,44936
Electric,EV,Electricity,Europe,Western Europe,FR,2018,72139
Electric,EV,Electricity,Europe,Western Europe,FR,2019,96513
Electric,EV,Electricity,Europe,Western Europe,FR,2020,131266
Electric,EV,Electricity,Europe,Western Europe,FR,2021,161513
Electric,EV,Electricity,Europe,Western Europe,FR,2022,182761
Electric,EV,Electricity,Europe,Western Europe,FR,2023,296316
Electric,EV,Electricity,Europe,Western Europe,FR,2024,450801
Electric,EV,Electricity,Europe,Western Europe,FR,2025,623419
Electric,EV,Electricity,Europe,Western Europe,FR,2026,745710
Electric,EV,Electricity,Europe,Western Europe,FR,2027,871115
Electric,EV,Electricity,Europe,Western Europe,FR,2028,1020037
Electric,EV,Electricity,Europe,Western Europe,FR,2029,1198052
Electric,EV,Electricity,Europe,Western Europe,GB,2017,16767
Electric,EV,Electricity,Europe,Western Europe,GB,2018,46989
Electric,EV,Electricity,Europe,Western Europe,GB,2019,43835
Electric,EV,Electricity,Europe,Western Europe,GB,2020,43590
Electric,EV,Electricity,Europe,Western Europe,GB,2021,69758
Electric,EV,Electricity,Europe,Western Europe,GB,2022,70288
Electric,EV,Electricity,Europe,Western Europe,GB,2023,85617
Electric,EV,Electricity,Europe,Western Europe,GB,2024,92778
Electric,EV,Electricity,Europe,Western Europe,GB,2025,172012
Electric,EV,Electricity,Europe,Western Europe,GB,2026,243247
Electric,EV,Electricity,Europe,Western Europe,GB,2027,347485
Electric,EV,Electricity,Europe,Western Europe,GB,2028,450345
Electric,EV,Electricity,Europe,Western Europe,GB,2029,504776
Electric,EV,Electricity,Europe,Western Europe,IT,2017,364
Electric,EV,Electricity,Europe,Western Europe,IT,2018,291
Electric,EV,Electricity,Europe,Western Europe,IT,2019,430
Electric,EV,Electricity,Europe,Western Europe,IT,2020,15149
Electric,EV,Electricity,Europe,Western Europe,IT,2021,47475
Electric,EV,Electricity,Europe,Western Europe,IT,2022,67562
Electric,EV,Electricity,Europe,Western Europe,IT,2023,96494
Electric,EV,Electricity,Europe,Western Europe,IT,2024,137436
Electric,EV,Electricity,Europe,Western Europe,IT,2025,198615
Electric,EV,Electricity,Europe,Western Europe,IT,2026,387036
Electric,EV,Electricity,Europe,Western Europe,IT,2027,497412
Electric,EV,Electricity,Europe,Western Europe,IT,2028,549296
Electric,EV,Electricity,Europe,Western Europe,IT,2029,713179
Electric,EV,Electricity,Europe,Western Europe,PT,2017,171
Electric,EV,Electricity,Europe,Western Europe,PT,2018,147
Electric,EV,Electricity,Europe,Western Europe,PT,2019,170
Electric,EV,Electricity,Europe,Western Europe,PT,2020,150
Electric,EV,Electricity,Europe,Western Europe,PT,2021,252
Electric,EV,Electricity,Europe,Western Europe,PT,2022,282
Electric,EV,Electricity,Europe,Western Europe,PT,2023,167
Electric,EV,Electricity,Europe,Western Europe,PT,2024,187
Electric,EV,Electricity,Europe,Western Europe,PT,2025,208
Electric,EV,Electricity,Europe,Western Europe,PT,2026,246
Electric,EV,Electricity,Europe,Western Europe,PT,2027,257
Electric,EV,Electricity,Europe,Western Europe,PT,2028,266
Electric,EV,Electricity,Europe,Western Europe,PT,2029,262
Electric,EV,Electricity,Europe,Western Europe,SE,2017,0
Electric,EV,Electricity,Europe,Western Europe,SE,2018,0
Electric,EV,Electricity,Europe,Western Europe,SE,2019,0
Electric,EV,Electricity,Europe,Western Europe,SE,2020,0
Electric,EV,Electricity,Europe,Western Europe,SE,2021,0
Electric,EV,Electricity,Europe,Western Europe,SE,2022,0
Electric,EV,Electricity,Europe,Western Europe,SE,2023,0
Electric,EV,Electricity,Europe,Western Europe,SE,2024,0
Electric,EV,Electricity,Europe,Western Europe,SE,2025,117084
Electric,EV,Electricity,Europe,Western Europe,SE,2026,184347
Electric,EV,Electricity,Europe,Western Europe,SE,2027,220390
Electric,EV,Electricity,Europe,Western Europe,SE,2028,240938
Electric,EV,Electricity,Europe,Western Europe,SE,2029,259128
Electric,EV,Electricity,Greater China,China,CN,2017,551142
Electric,EV,Electricity,Greater China,China,CN,2018,882896
Electric,EV,Electricity,Greater China,China,CN,2019,977225
Electric,EV,Electricity,Greater China,China,CN,2020,1050467
Electric,EV,Electricity,Greater China,China,CN,2021,2856651
Electric,EV,Electricity,Greater China,China,CN,2022,5473291
Electric,EV,Electricity,Greater China,China,CN,2023,6501890
Electric,EV,Electricity,Greater China,China,CN,2024,8210013
Electric,EV,Electricity,Greater China,China,CN,2025,10358001
Electric,EV,Electricity,Greater China,China,CN,2026,12061919
Electric,EV,Electricity,Greater China,China,CN,2027,13844393
Electric,EV,Electricity,Greater China,China,CN,2028,15738956
Electric,EV,Electricity,Greater China,China,CN,2029,17270589
Electric,EV,Electricity,Greater China,Others Asia,TW,2017,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2018,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2019,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2020,0
Electric,EV,Electricity,Greater China,Others Asia,TW,2021,50
Electric,EV,Electricity,Greater China,Others Asia,TW,2022,2559
Electric,EV,Electricity,Greater China,Others Asia,TW,2023,9826
Electric,EV,Electricity,Greater China,Others Asia,TW,2024,10527
Electric,EV,Electricity,Greater China,Others Asia,TW,2025,19855
Electric,EV,Electricity,Greater China,Others Asia,TW,2026,27638
Electric,EV,Electricity,Greater China,Others Asia,TW,2027,29553
Electric,EV,Electricity,Greater China,Others Asia,TW,2028,32496
Electric,EV,Electricity,Greater China,Others Asia,TW,2029,34700
Electric,EV,Electricity,Japan/Korea,Japan,JP,2017,23434
Electric,EV,Electricity,Japan/Korea,Japan,JP,2018,33025
Electric,EV,Electricity,Japan/Korea,Japan,JP,2019,20496
Electric,EV,Electricity,Japan/Korea,Japan,JP,2020,37520
Electric,EV,Electricity,Japan/Korea,Japan,JP,2021,29791
Electric,EV,Electricity,Japan/Korea,Japan,JP,2022,120322
Electric,EV,Electricity,Japan/Korea,Japan,JP,2023,285528
Electric,EV,Electricity,Japan/Korea,Japan,JP,2024,364320
Electric,EV,Electricity,Japan/Korea,Japan,JP,2025,575314
Electric,EV,Electricity,Japan/Korea,Japan,JP,2026,852084
Electric,EV,Electricity,Japan/Korea,Japan,JP,2027,1024124
Electric,EV,Electricity,Japan/Korea,Japan,JP,2028,1251492
Electric,EV,Electricity,Japan/Korea,Japan,JP,2029,1442416
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2017,23835
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2018,65676
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2019,102863
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2020,143821
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2021,222879
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2022,315362
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2023,462638
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2024,611969
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2025,798212
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2026,1171020
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2027,1287613
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2028,1420983
Electric,EV,Electricity,Japan/Korea,South Korea,KR,2029,1612606
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2017,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2018,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2019,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2020,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2021,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2022,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2023,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2024,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2025,0
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2026,1380
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2027,2239
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2028,2635
Electric,EV,Electricity,Middle East/Africa,Others Middle-East,SA,2029,3051
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2017,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2018,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2019,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2020,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2021,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2022,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2023,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2024,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2025,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2026,0
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2027,56278
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2028,64345
Electric,EV,Electricity,Middle East/Africa,South Africa,ZA,2029,66467
Electric,EV,Electricity,North America,North America,CA,2017,0
Electric,EV,Electricity,North America,North America,CA,2018,0
Electric,EV,Electricity,North America,North America,CA,2019,0
Electric,EV,Electricity,North America,North America,CA,2020,0
Electric,EV,Electricity,North America,North America,CA,2021,0
Electric,EV,Electricity,North America,North America,CA,2022,0
Electric,EV,Electricity,North America,North America,CA,2023,20965
Electric,EV,Electricity,North America,North America,CA,2024,73525
Electric,EV,Electricity,North America,North America,CA,2025,180174
Electric,EV,Electricity,North America,North America,CA,2026,231881
Electric,EV,Electricity,North America,North America,CA,2027,244271
Electric,EV,Electricity,North America,North America,CA,2028,279818
Electric,EV,Electricity,North America,North America,CA,2029,352993
Electric,EV,Electricity,North America,North America,MX,2017,1006
Electric,EV,Electricity,North America,North America,MX,2018,662
Electric,EV,Electricity,North America,North America,MX,2019,337
Electric,EV,Electricity,North America,North America,MX,2020,6410
Electric,EV,Electricity,North America,North America,MX,2021,63683
Electric,EV,Electricity,North America,North America,MX,2022,78648
Electric,EV,Electricity,North America,North America,MX,2023,161061
Electric,EV,Electricity,North America,North America,MX,2024,377864
Electric,EV,Electricity,North America,North America,MX,2025,492047
Electric,EV,Electricity,North America,North America,MX,2026,535456
Electric,EV,Electricity,North America,North America,MX,2027,549880
Electric,EV,Electricity,North America,North America,MX,2028,634863
Electric,EV,Electricity,North America,North America,MX,2029,700029
Electric,EV,Electricity,North America,North America,US,2017,139862
Electric,EV,Electricity,North America,North America,US,2018,311940
Electric,EV,Electricity,North America,North America,US,2019,409203
Electric,EV,Electricity,North America,North America,US,2020,399810
Electric,EV,Electricity,North America,North America,US,2021,495734
Electric,EV,Electricity,North America,North America,US,2022,753738
Electric,EV,Electricity,North America,North America,US,2023,1246583
Electric,EV,Electricity,North America,North America,US,2024,1596748
Electric,EV,Electricity,North America,North America,US,2025,1979758
Electric,EV,Electricity,North America,North America,US,2026,2637414
Electric,EV,Electricity,North America,North America,US,2027,3356763
Electric,EV,Electricity,North America,North America,US,2028,4046916
Electric,EV,Electricity,North America,North America,US,2029,4478244
Electric,EV,Electricity,South America,South America,AR,2017,0
Electric,EV,Electricity,South America,South America,AR,2018,0
Electric,EV,Electricity,South America,South America,AR,2019,0
Electric,EV,Electricity,South America,South America,AR,2020,0
Electric,EV,Electricity,South America,South America,AR,2021,0
Electric,EV,Electricity,South America,South America,AR,2022,0
Electric,EV,Electricity,South America,South America,AR,2023,0
Electric,EV,Electricity,South America,South America,AR,2024,0
Electric,EV,Electricity,South America,South America,AR,2025,3237
Electric,EV,Electricity,South America,South America,AR,2026,4131
Electric,EV,Electricity,South America,South America,AR,2027,7721
Electric,EV,Electricity,South America,South America,AR,2028,13558
Electric,EV,Electricity,South America,South America,AR,2029,26563
Electric,EV,Electricity,South America,South America,BR,2017,0
Electric,EV,Electricity,South America,South America,BR,2018,0
Electric,EV,Electricity,South America,South America,BR,2019,0
Electric,EV,Electricity,South America,South America,BR,2020,0
Electric,EV,Electricity,South America,South America,BR,2021,0
Electric,EV,Electricity,South America,South America,BR,2022,0
Electric,EV,Electricity,South America,South America,BR,2023,0
Electric,EV,Electricity,South America,South America,BR,2024,167
Electric,EV,Electricity,South America,South America,BR,2025,2586
Electric,EV,Electricity,South America,South America,BR,2026,11088
Electric,EV,Electricity,South America,South America,BR,2027,28590
Electric,EV,Electricity,South America,South America,BR,2028,50432
Electric,EV,Electricity,South America,South America,BR,2029,79400
Electric,EV,Electricity,South Asia,India,IN,2017,806
Electric,EV,Electricity,South Asia,India,IN,2018,1594
Electric,EV,Electricity,South Asia,India,IN,2019,1937
Electric,EV,Electricity,South Asia,India,IN,2020,3850
Electric,EV,Electricity,South Asia,India,IN,2021,10475
Electric,EV,Electricity,South Asia,India,IN,2022,60045
Electric,EV,Electricity,South Asia,India,IN,2023,155162
Electric,EV,Electricity,South Asia,India,IN,2024,219585
Electric,EV,Electricity,South Asia,India,IN,2025,365205
Electric,EV,Electricity,South Asia,India,IN,2026,488116
Electric,EV,Electricity,South Asia,India,IN,2027,597478
Electric,EV,Electricity,South Asia,India,IN,2028,687988
Electric,EV,Electricity,South Asia,India,IN,2029,765561
Electric,EV,Electricity,South Asia,Indonesia,ID,2017,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2018,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2019,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2020,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2021,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2022,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2023,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2024,0
Electric,EV,Electricity,South Asia,Indonesia,ID,2025,404
Electric,EV,Electricity,South Asia,Indonesia,ID,2026,1661
Electric,EV,Electricity,South Asia,Indonesia,ID,2027,1888
Electric,EV,Electricity,South Asia,Indonesia,ID,2028,2013
Electric,EV,Electricity,South Asia,Indonesia,ID,2029,2293
Electric,EV,Electricity,South Asia,Others Asia,VN,2017,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2018,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2019,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2020,0
Electric,EV,Electricity,South Asia,Others Asia,VN,2021,70
Electric,EV,Electricity,South Asia,Others Asia,VN,2022,13424
Electric,EV,Electricity,South Asia,Others Asia,VN,2023,40600
Electric,EV,Electricity,South Asia,Others Asia,VN,2024,66109
Electric,EV,Electricity,South Asia,Others Asia,VN,2025,68103
Electric,EV,Electricity,South Asia,Others Asia,VN,2026,64187
Electric,EV,Electricity,South Asia,Others Asia,VN,2027,76001
Electric,EV,Electricity,South Asia,Others Asia,VN,2028,81790
Electric,EV,Electricity,South Asia,Others Asia,VN,2029,95630
Electric,EV,Electricity,South Asia,Thailand,TH,2017,0
Electric,EV,Electricity,South Asia,Thailand,TH,2018,0
Electric,EV,Electricity,South Asia,Thailand,TH,2019,749
Electric,EV,Electricity,South Asia,Thailand,TH,2020,94
Electric,EV,Electricity,South Asia,Thailand,TH,2021,43
Electric,EV,Electricity,South Asia,Thailand,TH,2022,250
Electric,EV,Electricity,South Asia,Thailand,TH,2023,921
Electric,EV,Electricity,South Asia,Thailand,TH,2024,9097
